Date Time,Latitude,Longitude,Elevation,Temperature Height (m),Wind Height (m),Total Solar Radiation(MJ),Max Temp(deg C),Min Temp(deg C),Total Rainfall(mm),Average Dewpoint(deg C),Total Wind Run(km/day)
10/15/2000,29.80266,-82.41081,48.768,2,10,19.63,26.75,4.95,,8.34,148.4
10/16/2000,29.80266,-82.41081,48.768,2,10,19.13,27.59,5.29,,8.24,167.1
10/17/2000,29.80266,-82.41081,48.768,2,10,18.68,27.21,6.01,,9.65,148.1
10/18/2000,29.80266,-82.41081,48.768,2,10,17.89,28.61,7.22,,10.99,136.2
10/19/2000,29.80266,-82.41081,48.768,2,10,14.66,27.78,10.19,,13.58,134.8
10/20/2000,29.80266,-82.41081,48.768,2,10,7.55,22.93,13.53,,16.01,340.2
10/21/2000,29.80266,-82.41081,48.768,2,10,15.83,27.1,14.37,,15.74,315
10/22/2000,29.80266,-82.41081,48.768,2,10,15.93,26.59,13.16,,13.97,332.2
10/23/2000,29.80266,-82.41081,48.768,2,10,10.28,23.84,14.58,,15.6,463
10/24/2000,29.80266,-82.41081,48.768,2,10,8.64,23.26,12.84,0.46,15.9,392.3
10/25/2000,29.80266,-82.41081,48.768,2,10,14.26,25.52,12.44,,14.91,339.1
10/26/2000,29.80266,-82.41081,48.768,2,10,14.63,26.53,12.57,,16.06,335
10/27/2000,29.80266,-82.41081,48.768,2,10,17.58,25.17,10.32,,11.51,237.5
10/28/2000,29.80266,-82.41081,48.768,2,10,15.19,28.98,9.28,,13.34,125.4
10/29/2000,29.80266,-82.41081,48.768,2,10,15.58,29.79,11.7,,14.74,159.7
10/30/2000,29.80266,-82.41081,48.768,2,10,14.69,26.29,16.26,,15.99,277.7
10/31/2000,29.80266,-82.41081,48.768,2,10,10.08,26.99,12.29,,11.42,173.9
11/1/2000,29.80266,-82.41081,48.768,2,10,16.02,26.75,8.55,,11.3,151.1
11/2/2000,29.80266,-82.41081,48.768,2,10,15.71,26.82,7.84,,10.99,123.5
11/3/2000,29.80266,-82.41081,48.768,2,10,13.9,27.77,9.3,,14.04,142.7
11/4/2000,29.80266,-82.41081,48.768,2,10,12.74,28.64,11.14,,14.32,89.3
11/5/2000,29.80266,-82.41081,48.768,2,10,13.21,26.43,13.77,,15.79,246.6
11/6/2000,29.80266,-82.41081,48.768,2,10,11.38,26.63,13.24,,16.21,261
11/7/2000,29.80266,-82.41081,48.768,2,10,12.74,27.51,13.36,,16.31,237.8
11/8/2000,29.80266,-82.41081,48.768,2,10,13.87,28.23,15.23,,17.48,310.6
11/9/2000,29.80266,-82.41081,48.768,2,10,11.55,28,18.24,4.19,18.56,515.2
11/10/2000,29.80266,-82.41081,48.768,2,10,15.56,22.91,8.69,0.23,12.8,359.9
11/11/2000,29.80266,-82.41081,48.768,2,10,16.14,22.28,4.53,,8.22,190.2
11/12/2000,29.80266,-82.41081,48.768,2,10,15.73,22.49,2.58,,6.21,151.1
11/13/2000,29.80266,-82.41081,48.768,2,10,11.46,25.02,5.11,,11.59,205
11/14/2000,29.80266,-82.41081,48.768,2,10,8.28,21.13,4.41,0.23,11.64,370.5
11/15/2000,29.80266,-82.41081,48.768,2,10,15.63,18.12,-1.85,,0.76,185.3
11/16/2000,29.80266,-82.41081,48.768,2,10,13.48,23.6,0.71,,7.37,186.7
11/17/2000,29.80266,-82.41081,48.768,2,10,6.85,24.99,13.6,,14.74,423.5
11/18/2000,29.80266,-82.41081,48.768,2,10,7.1,16.33,9.79,,6.64,361.1
11/19/2000,29.80266,-82.41081,48.768,2,10,7.14,26.84,7.58,2.29,9.2,423.5
11/20/2000,29.80266,-82.41081,48.768,2,10,11.01,14.88,1.64,0.23,4.73,315.9
11/21/2000,29.80266,-82.41081,48.768,2,10,15.38,12.17,-2.44,,-2.8,312.5
11/22/2000,29.80266,-82.41081,48.768,2,10,15.53,14.42,-6.37,,-6.24,167.1
11/23/2000,29.80266,-82.41081,48.768,2,10,11.61,17.71,-3.3,,-1.72,147
11/24/2000,29.80266,-82.41081,48.768,2,10,10.55,23.22,8.21,8.86,9.6,503
11/25/2000,29.80266,-82.41081,48.768,2,10,3.55,23.91,16.51,10.11,18.49,507.1
11/26/2000,29.80266,-82.41081,48.768,2,10,3.8,16.45,8.34,4.17,12.23,236.9
11/27/2000,29.80266,-82.41081,48.768,2,10,13.9,18.83,2.67,,5.46,211.5
11/28/2000,29.80266,-82.41081,48.768,2,10,14.28,19.85,-0.15,,3.82,145.5
11/29/2000,29.80266,-82.41081,48.768,2,10,5.72,18.79,4.33,,6.87,106.1
11/30/2000,29.80266,-82.41081,48.768,2,10,14.48,19.11,0.07,,1.54,226.8
12/1/2000,29.80266,-82.41081,48.768,2,10,14.02,21.78,-2.28,,4.49,171.3
12/2/2000,29.80266,-82.41081,48.768,2,10,11.43,22.28,5.04,,10.02,206.1
12/3/2000,29.80266,-82.41081,48.768,2,10,2.77,14.26,4.26,,7.07,442.5
12/4/2000,29.80266,-82.41081,48.768,2,10,13.62,12.94,1.12,,1.63,459.5
12/5/2000,29.80266,-82.41081,48.768,2,10,14.33,16.07,-1.61,,-3.22,237.9
12/6/2000,29.80266,-82.41081,48.768,2,10,14.22,17.49,-3.95,,-2.01,135.5
12/7/2000,29.80266,-82.41081,48.768,2,10,13.56,18.72,-1.67,,1.47,160.5
12/8/2000,29.80266,-82.41081,48.768,2,10,12.49,24.08,1.44,,7.39,174
12/9/2000,29.80266,-82.41081,48.768,2,10,8.69,24.92,12.93,,13.77,280.7
12/10/2000,29.80266,-82.41081,48.768,2,10,10.79,24.98,11.54,,14.54,247.2
12/11/2000,29.80266,-82.41081,48.768,2,10,3.87,19.73,13.9,1.17,15.83,200.9
12/12/2000,29.80266,-82.41081,48.768,2,10,7.68,23.52,15.88,,17.57,258
12/13/2000,29.80266,-82.41081,48.768,2,10,11.23,26.28,9.53,,13.64,400
12/14/2000,29.80266,-82.41081,48.768,2,10,7.74,26.43,15.4,,18.19,338.3
12/15/2000,29.80266,-82.41081,48.768,2,10,7.92,25.89,13.88,,17.15,312.5
12/16/2000,29.80266,-82.41081,48.768,2,10,10.6,27.62,17.02,8.46,18.22,586.1
12/17/2000,29.80266,-82.41081,48.768,2,10,14.2,20.25,-1.15,2.34,1.36,658.8
12/18/2000,29.80266,-82.41081,48.768,2,10,14.22,15.7,-5.18,,-4.33,148.4
12/19/2000,29.80266,-82.41081,48.768,2,10,3.13,7.69,-3.12,0.69,-1.19,428.7
12/20/2000,29.80266,-82.41081,48.768,2,10,2.21,5.88,-5.55,,-8.03,256
12/21/2000,29.80266,-82.41081,48.768,2,10,13.98,15.28,-7.88,,-3.48,183.9
12/22/2000,29.80266,-82.41081,48.768,2,10,11.72,14.85,-0.19,,-1.56,279.6
12/23/2000,29.80266,-82.41081,48.768,2,10,13.33,15.92,-2.57,,0.62,484.6
12/24/2000,29.80266,-82.41081,48.768,2,10,11.02,15.96,2.37,,3.9,363.2
12/25/2000,29.80266,-82.41081,48.768,2,10,12.71,15.22,2.11,,1.17,500.9
12/26/2000,29.80266,-82.41081,48.768,2,10,12.37,15.75,2.5,,5.1,472.8
12/27/2000,29.80266,-82.41081,48.768,2,10,11.67,22.42,2.2,,7.7,235.7
12/28/2000,29.80266,-82.41081,48.768,2,10,1.32,17.07,10.18,11.2,11.68,443.3
12/29/2000,29.80266,-82.41081,48.768,2,10,10.61,10.26,2.41,,3.11,452.1
12/30/2000,29.80266,-82.41081,48.768,2,10,14.07,5.85,-3.09,,-4.51,504.7
12/31/2000,29.80266,-82.41081,48.768,2,10,14.26,6.78,-8.16,,-8.07,243.9
1/1/2001,29.80266,-82.41081,48.768,2,10,13.06,10.49,-7.24,,-5.8,173.7
1/2/2001,29.80266,-82.41081,48.768,2,10,8.06,6.71,-4.36,,-5.36,219
1/3/2001,29.80266,-82.41081,48.768,2,10,12.47,9.42,-8.59,,-7.66,196.5
1/4/2001,29.80266,-82.41081,48.768,2,10,14.51,10.39,-6.69,,-8.52,262.9
1/5/2001,29.80266,-82.41081,48.768,2,10,14.01,16.22,-6.3,,0.85,438
1/6/2001,29.80266,-82.41081,48.768,2,10,14.75,16.98,-1.26,,-1.15,277.3
1/7/2001,29.80266,-82.41081,48.768,2,10,14.19,19.16,-3.81,,-0.7,216.6
1/8/2001,29.80266,-82.41081,48.768,2,10,7.58,20.72,9.14,1.14,11.53,516.8
1/9/2001,29.80266,-82.41081,48.768,2,10,15.02,9.11,-4.24,,-4.83,463.8
1/10/2001,29.80266,-82.41081,48.768,2,10,14.28,12.62,-7.53,,-6.55,175.3
1/11/2001,29.80266,-82.41081,48.768,2,10,12.66,20.07,-2.97,0.69,3.53,238.3
1/12/2001,29.80266,-82.41081,48.768,2,10,8.73,18.89,3.5,2.77,9.88,422.3
1/13/2001,29.80266,-82.41081,48.768,2,10,4.86,17.54,4.09,,5.15,267.9
1/14/2001,29.80266,-82.41081,48.768,2,10,9.82,21.93,4.97,,9.43,154.8
1/15/2001,29.80266,-82.41081,48.768,2,10,12.1,23.89,5.79,,10.15,140
1/16/2001,29.80266,-82.41081,48.768,2,10,12.84,24.58,5.91,,10.64,196.9
1/17/2001,29.80266,-82.41081,48.768,2,10,9.65,24.45,10.68,,11.82,276
1/18/2001,29.80266,-82.41081,48.768,2,10,8.14,24.88,13.67,,14.27,327.9
1/19/2001,29.80266,-82.41081,48.768,2,10,12.44,27.39,14.71,,16.01,691.5
1/20/2001,29.80266,-82.41081,48.768,2,10,5.87,21.19,0.52,6.45,7.2,598.1
1/21/2001,29.80266,-82.41081,48.768,2,10,15.23,10.1,-4.83,,-3.21,194.8
1/22/2001,29.80266,-82.41081,48.768,2,10,10.31,14.36,-1.89,,2.62,286
1/23/2001,29.80266,-82.41081,48.768,2,10,15.56,15.82,0.25,,-1.51,374.1
1/24/2001,29.80266,-82.41081,48.768,2,10,15.88,17.19,-2.19,,-2.83,317.5
1/25/2001,29.80266,-82.41081,48.768,2,10,16.48,14.99,-2.92,,-4.67,338
1/26/2001,29.80266,-82.41081,48.768,2,10,16.48,16.4,-6.9,,-4.56,223.9
1/27/2001,29.80266,-82.41081,48.768,2,10,13.69,21.51,-1.47,,4.51,272
1/28/2001,29.80266,-82.41081,48.768,2,10,15.01,23.67,3.4,,7.2,153.5
1/29/2001,29.80266,-82.41081,48.768,2,10,12.73,23.47,4.43,,9.28,317.6
1/30/2001,29.80266,-82.41081,48.768,2,10,1.76,19.01,16.26,5.31,16.08,554.6
1/31/2001,29.80266,-82.41081,48.768,2,10,1.66,18.47,13.68,7.85,15.86,272.6
2/1/2001,29.80266,-82.41081,48.768,2,10,3.63,15.73,12.17,3.71,12.45,232.6
2/2/2001,29.80266,-82.41081,48.768,2,10,8.02,14.48,5.18,6.25,6.79,264.6
2/3/2001,29.80266,-82.41081,48.768,2,10,8.79,13.82,5.11,,3.67,272
2/4/2001,29.80266,-82.41081,48.768,2,10,3.06,11.12,6.06,6.43,7.59,223.6
2/5/2001,29.80266,-82.41081,48.768,2,10,17.49,18.49,1.49,0.23,2.59,291.4
2/6/2001,29.80266,-82.41081,48.768,2,10,17.76,20.91,-2.17,,0.34,156.5
2/7/2001,29.80266,-82.41081,48.768,2,10,17.54,23.66,-1.74,,3.93,204.3
2/8/2001,29.80266,-82.41081,48.768,2,10,17.53,24.68,3.85,,9.99,383.9
2/9/2001,29.80266,-82.41081,48.768,2,10,17.47,26.8,6.48,,10.35,289.2
2/10/2001,29.80266,-82.41081,48.768,2,10,6.68,24.21,13.27,,15.81,447.4
2/11/2001,29.80266,-82.41081,48.768,2,10,13.11,21.93,13.49,,13.65,399.8
2/12/2001,29.80266,-82.41081,48.768,2,10,12.34,24.58,11.13,,13.45,373.2
2/13/2001,29.80266,-82.41081,48.768,2,10,11.94,23.82,10.79,,14.02,343.4
2/14/2001,29.80266,-82.41081,48.768,2,10,13.49,27.24,14.48,,15.69,246.8
2/15/2001,29.80266,-82.41081,48.768,2,10,14.43,27.35,11.66,,14,306.5
2/16/2001,29.80266,-82.41081,48.768,2,10,14.97,27.17,12.63,,15.66,455.4
2/17/2001,29.80266,-82.41081,48.768,2,10,13.35,22.06,10.84,,12.77,501.7
2/18/2001,29.80266,-82.41081,48.768,2,10,19.41,20.72,4.1,,3.85,431.9
2/19/2001,29.80266,-82.41081,48.768,2,10,18.22,23.53,2.05,,7.43,342
2/20/2001,29.80266,-82.41081,48.768,2,10,14.46,25.58,7.39,,10.44,236.6
2/21/2001,29.80266,-82.41081,48.768,2,10,14.6,26.71,10.17,,13.83,207.1
2/22/2001,29.80266,-82.41081,48.768,2,10,13.96,25.72,13.43,,14.63,471.6
2/23/2001,29.80266,-82.41081,48.768,2,10,5.02,19.79,12.51,,14.12,445.1
2/24/2001,29.80266,-82.41081,48.768,2,10,10.96,25.13,10.8,0.23,15.5,501.8
2/25/2001,29.80266,-82.41081,48.768,2,10,14.94,27.67,17.87,,17.51,437.4
2/26/2001,29.80266,-82.41081,48.768,2,10,13.27,27.9,15.37,,17.26,283.2
2/27/2001,29.80266,-82.41081,48.768,2,10,18.32,29.1,11.51,,13.6,209.6
2/28/2001,29.80266,-82.41081,48.768,2,10,17.05,27.67,12.83,,15.27,406.6
3/1/2001,29.80266,-82.41081,48.768,2,10,8.65,23.85,16.74,6.02,18.15,281.5
3/2/2001,29.80266,-82.41081,48.768,2,10,12.58,26.51,18.84,0.23,18.61,439.2
3/3/2001,29.80266,-82.41081,48.768,2,10,12.47,27.63,18.68,,18.71,664.2
3/4/2001,29.80266,-82.41081,48.768,2,10,6.09,23.4,14.25,30.56,16.44,791.5
3/5/2001,29.80266,-82.41081,48.768,2,10,22.2,18.34,7.74,,0.89,826.6
3/6/2001,29.80266,-82.41081,48.768,2,10,22.71,15.41,4.38,,-5.37,649
3/7/2001,29.80266,-82.41081,48.768,2,10,22.61,17.68,0.05,,-5.58,439.8
3/8/2001,29.80266,-82.41081,48.768,2,10,22.64,19.21,-2.35,,-2.08,236.6
3/9/2001,29.80266,-82.41081,48.768,2,10,11.61,19.73,1.29,3,5.6,280.3
3/10/2001,29.80266,-82.41081,48.768,2,10,18.09,18.89,8.94,,9.79,411.8
3/11/2001,29.80266,-82.41081,48.768,2,10,15.34,26.41,5.89,,11.37,183.7
3/12/2001,29.80266,-82.41081,48.768,2,10,19.2,29.49,10.59,,15.23,513.5
3/13/2001,29.80266,-82.41081,48.768,2,10,9.81,25.55,14.1,7.65,18.37,648.8
3/14/2001,29.80266,-82.41081,48.768,2,10,18.31,24.49,9.92,,9.1,339.1
3/15/2001,29.80266,-82.41081,48.768,2,10,11.08,27.9,15.53,37.03,17.63,778.7
3/16/2001,29.80266,-82.41081,48.768,2,10,12.69,25.12,13.89,6.53,17.13,516.8
3/17/2001,29.80266,-82.41081,48.768,2,10,13.3,20.77,9.43,,9.8,253.8
3/18/2001,29.80266,-82.41081,48.768,2,10,2.75,11.67,8.93,18.19,9.72,382.2
3/19/2001,29.80266,-82.41081,48.768,2,10,1.34,16.21,10.62,30.02,13.84,704.4
3/20/2001,29.80266,-82.41081,48.768,2,10,15.81,18.81,9.07,10.01,11.49,756.7
3/21/2001,29.80266,-82.41081,48.768,2,10,13.36,12.39,4.75,,5.01,637.5
3/22/2001,29.80266,-82.41081,48.768,2,10,24.3,21.01,4.57,,5.85,416.1
3/23/2001,29.80266,-82.41081,48.768,2,10,24,23.85,5.25,,6.23,279.5
3/24/2001,29.80266,-82.41081,48.768,2,10,23.52,25.16,3.83,,6.87,252.9
3/25/2001,29.80266,-82.41081,48.768,2,10,7.09,19.98,9.04,11,12.17,269.2
3/26/2001,29.80266,-82.41081,48.768,2,10,24.77,19.08,6.84,,3.7,304.5
3/27/2001,29.80266,-82.41081,48.768,2,10,23.59,17.96,1.52,,-2.32,265.8
3/28/2001,29.80266,-82.41081,48.768,2,10,19.56,20.24,2,,7.81,494.2
3/29/2001,29.80266,-82.41081,48.768,2,10,6.03,21.33,13.74,22.2,14.96,537.4
3/30/2001,29.80266,-82.41081,48.768,2,10,12.06,23.6,15.31,0.69,17.53,445.9
3/31/2001,29.80266,-82.41081,48.768,2,10,17.97,24.88,13.51,,13,334.1
4/1/2001,29.80266,-82.41081,48.768,2,10,25.14,23.54,7.88,,8.33,495.4
4/2/2001,29.80266,-82.41081,48.768,2,10,26.01,24.96,0.73,,2.03,252.9
4/3/2001,29.80266,-82.41081,48.768,2,10,22.32,27.41,11,,10.51,398.8
4/4/2001,29.80266,-82.41081,48.768,2,10,13.99,26.67,13.79,,15.15,319.7
4/5/2001,29.80266,-82.41081,48.768,2,10,15.11,25.35,15.18,,15.93,426.3
4/6/2001,29.80266,-82.41081,48.768,2,10,22.36,28.52,11.12,,13.95,254.8
4/7/2001,29.80266,-82.41081,48.768,2,10,22.78,29,10.91,,13.48,216.5
4/8/2001,29.80266,-82.41081,48.768,2,10,20.1,29.67,13.47,,16.09,259.4
4/9/2001,29.80266,-82.41081,48.768,2,10,25.11,29.39,14.17,,16.09,305.6
4/10/2001,29.80266,-82.41081,48.768,2,10,21.84,29.92,15.97,,16.34,192.7
4/11/2001,29.80266,-82.41081,48.768,2,10,24.49,30.46,12.76,,14.82,263.2
4/12/2001,29.80266,-82.41081,48.768,2,10,18.62,30.04,13.57,,16.12,211.7
4/13/2001,29.80266,-82.41081,48.768,2,10,19.8,29.65,14.7,,18.22,456.6
4/14/2001,29.80266,-82.41081,48.768,2,10,9.84,28.55,20.5,2.08,20.99,319.3
4/15/2001,29.80266,-82.41081,48.768,2,10,22.05,29.99,19.13,4.72,19.28,496
4/16/2001,29.80266,-82.41081,48.768,2,10,26.49,25.67,10.3,0.23,11.84,384.4
4/17/2001,29.80266,-82.41081,48.768,2,10,23.85,24.62,8.41,,5.69,478.4
4/18/2001,29.80266,-82.41081,48.768,2,10,26.96,18.13,2.66,,-1.51,325.1
4/19/2001,29.80266,-82.41081,48.768,2,10,26.82,23.01,-1.03,,0.55,162.8
4/20/2001,29.80266,-82.41081,48.768,2,10,26.63,26.19,3.69,0.23,7.59,253.3
4/21/2001,29.80266,-82.41081,48.768,2,10,23.27,26.59,8.64,,11.29,376.4
4/22/2001,29.80266,-82.41081,48.768,2,10,21.44,27.63,11.08,,13.52,410.3
4/23/2001,29.80266,-82.41081,48.768,2,10,24.94,28.83,9.89,,13.86,256.2
4/24/2001,29.80266,-82.41081,48.768,2,10,18.23,28.91,14.67,,16.82,273.5
4/25/2001,29.80266,-82.41081,48.768,2,10,7.24,23.12,15.03,15.32,17.34,279.4
4/26/2001,29.80266,-82.41081,48.768,2,10,25.63,22.14,6.61,,8.59,401.2
4/27/2001,29.80266,-82.41081,48.768,2,10,26.63,24.93,3.2,,6.44,272
4/28/2001,29.80266,-82.41081,48.768,2,10,25.29,25.95,5.94,,8.54,309.6
4/29/2001,29.80266,-82.41081,48.768,2,10,23.54,25.82,7.69,,11.5,504.5
4/30/2001,29.80266,-82.41081,48.768,2,10,19.07,24.43,14.05,,13.36,523.1
5/1/2001,29.80266,-82.41081,48.768,2,10,23.75,26.54,12.66,,13.55,444.7
5/2/2001,29.80266,-82.41081,48.768,2,10,15.67,25.85,12.34,10.29,15.08,307.9
5/3/2001,29.80266,-82.41081,48.768,2,10,21.47,26.01,12.34,,14.17,395.7
5/4/2001,29.80266,-82.41081,48.768,2,10,24.67,26.98,13.34,,13.68,472.7
5/5/2001,29.80266,-82.41081,48.768,2,10,23.34,27.48,11.84,,13.81,374.7
5/6/2001,29.80266,-82.41081,48.768,2,10,28.41,29.11,9.57,,10.17,355.8
5/7/2001,29.80266,-82.41081,48.768,2,10,9.81,22.96,12.15,0.91,16.53,436.6
5/8/2001,29.80266,-82.41081,48.768,2,10,23.4,26.1,13.54,0.23,13.66,434.6
5/9/2001,29.80266,-82.41081,48.768,2,10,17.68,25.37,12.63,,14.33,312
5/10/2001,29.80266,-82.41081,48.768,2,10,24.37,27.16,9.76,,12.38,250.6
5/11/2001,29.80266,-82.41081,48.768,2,10,26.01,28.56,10.08,,12.25,244.3
5/12/2001,29.80266,-82.41081,48.768,2,10,21.8,29.62,12.48,,14.93,204.4
5/13/2001,29.80266,-82.41081,48.768,2,10,24.81,31.41,13.37,,14.82,251
5/14/2001,29.80266,-82.41081,48.768,2,10,24.55,30.93,11.37,,15.05,289.1
5/15/2001,29.80266,-82.41081,48.768,2,10,21.62,30.62,15.96,,16.82,283
5/16/2001,29.80266,-82.41081,48.768,2,10,24.05,32.83,15.18,,15.41,308.2
5/17/2001,29.80266,-82.41081,48.768,2,10,26.29,33.46,18.26,,16.6,361.3
5/18/2001,29.80266,-82.41081,48.768,2,10,26.02,31.14,15.66,,14.37,355.4
5/19/2001,29.80266,-82.41081,48.768,2,10,23.47,31.57,12.52,,12.57,355
5/20/2001,29.80266,-82.41081,48.768,2,10,16.65,29.99,15.43,,16.21,340.8
5/21/2001,29.80266,-82.41081,48.768,2,10,23.26,32.37,12.46,,15.23,368.2
5/22/2001,29.80266,-82.41081,48.768,2,10,23.26,32.67,16.37,,17.08,388.1
5/23/2001,29.80266,-82.41081,48.768,2,10,15.6,29.12,11.52,39.98,13.85,249.2
5/24/2001,29.80266,-82.41081,48.768,2,10,28.48,32.48,7.56,,7.92,258.4
5/25/2001,29.80266,-82.41081,48.768,2,10,25.05,33.49,11.38,,14.64,250.5
5/26/2001,29.80266,-82.41081,48.768,2,10,26.19,32.25,17.01,,15.37,306.9
5/27/2001,29.80266,-82.41081,48.768,2,10,25.13,33.46,15.22,,15.84,355.5
5/28/2001,29.80266,-82.41081,48.768,2,10,25.09,32.27,15.1,1.42,18.21,408.9
5/29/2001,29.80266,-82.41081,48.768,2,10,18.96,31.23,18.81,2.36,20.21,541.5
5/30/2001,29.80266,-82.41081,48.768,2,10,13.72,30.78,20.8,4.9,21.36,314.1
5/31/2001,29.80266,-82.41081,48.768,2,10,21.06,32.42,19.88,,20.43,269.1
6/1/2001,29.80266,-82.41081,48.768,2,10,9.41,26.16,17.3,1.85,19.92,390.9
6/2/2001,29.80266,-82.41081,48.768,2,10,25.04,31.16,18.71,,19.79,551.1
6/3/2001,29.80266,-82.41081,48.768,2,10,27.04,33.53,20.82,,20.33,441
6/4/2001,29.80266,-82.41081,48.768,2,10,25.71,35.01,19.37,,19.34,257.8
6/5/2001,29.80266,-82.41081,48.768,2,10,21.77,34.26,17.48,11.89,19.45,273.6
6/6/2001,29.80266,-82.41081,48.768,2,10,23.62,32.12,19.7,6.3,21.21,278.2
6/7/2001,29.80266,-82.41081,48.768,2,10,21.88,31.53,20.77,0.23,21.68,258.3
6/8/2001,29.80266,-82.41081,48.768,2,10,18.83,32.21,20.33,1.63,21.48,276.2
6/9/2001,29.80266,-82.41081,48.768,2,10,18.73,31.14,21.36,13.08,21.62,344.2
6/10/2001,29.80266,-82.41081,48.768,2,10,10.62,27.87,21.39,27.58,21.99,229.7
6/11/2001,29.80266,-82.41081,48.768,2,10,14.97,30.19,21.53,16.23,22.13,303.6
6/12/2001,29.80266,-82.41081,48.768,2,10,13.44,29.13,22.18,26.34,22.46,476.3
6/13/2001,29.80266,-82.41081,48.768,2,10,24.35,31.9,23.16,,22.65,442.3
6/14/2001,29.80266,-82.41081,48.768,2,10,21.09,31.79,20.47,11.73,21.87,263.8
6/15/2001,29.80266,-82.41081,48.768,2,10,22.79,32.91,18.33,,19.89,193
6/16/2001,29.80266,-82.41081,48.768,2,10,23.48,33.34,20.11,,20.75,345.4
6/17/2001,29.80266,-82.41081,48.768,2,10,24.15,32.49,18.96,,20.6,252.2
6/18/2001,29.80266,-82.41081,48.768,2,10,19.86,31.81,19.27,3.66,20.86,279.3
6/19/2001,29.80266,-82.41081,48.768,2,10,24.82,32.66,16.84,,19.43,228.8
6/20/2001,29.80266,-82.41081,48.768,2,10,21.91,32.34,17.65,2.13,20.1,212.6
6/21/2001,29.80266,-82.41081,48.768,2,10,18.77,31.31,17.96,1.14,20.69,227.6
6/22/2001,29.80266,-82.41081,48.768,2,10,14.28,28.29,19.02,16.46,20.48,283.7
6/23/2001,29.80266,-82.41081,48.768,2,10,11.65,28.08,19.42,26.19,20.43,266
6/24/2001,29.80266,-82.41081,48.768,2,10,23.78,30.57,17.52,0.23,19.01,186.2
6/25/2001,29.80266,-82.41081,48.768,2,10,26.22,31,15.21,,15.9,178.8
6/26/2001,29.80266,-82.41081,48.768,2,10,27.51,32.98,17.07,6.76,18.97,189.9
6/27/2001,29.80266,-82.41081,48.768,2,10,18.69,32.35,19.07,40.21,21.63,279.7
6/28/2001,29.80266,-82.41081,48.768,2,10,12.44,28.44,18.9,34.39,21,262.7
6/29/2001,29.80266,-82.41081,48.768,2,10,11.16,29.73,20.28,13.84,22.24,187.2
6/30/2001,29.80266,-82.41081,48.768,2,10,24.22,31.94,21.74,0.23,22.07,291.9
7/1/2001,29.80266,-82.41081,48.768,2,10,21.57,32.57,21.68,,22.02,241.8
7/2/2001,29.80266,-82.41081,48.768,2,10,22.14,33.04,21.54,,22.01,223.4
7/3/2001,29.80266,-82.41081,48.768,2,10,23.35,33.12,20.22,,21.51,200.6
7/4/2001,29.80266,-82.41081,48.768,2,10,18.92,31.91,21.31,,22.3,190.6
7/5/2001,29.80266,-82.41081,48.768,2,10,23.03,32.21,19.64,,21.65,261.6
7/6/2001,29.80266,-82.41081,48.768,2,10,17.9,31.13,19.77,,21.54,213.7
7/7/2001,29.80266,-82.41081,48.768,2,10,24.99,34.27,19.97,,21.55,202.4
7/8/2001,29.80266,-82.41081,48.768,2,10,14.95,31.98,22.77,18.97,22.59,336.2
7/9/2001,29.80266,-82.41081,48.768,2,10,22.39,33.6,22.77,,23.05,295.8
7/10/2001,29.80266,-82.41081,48.768,2,10,11.82,32.48,22.32,64.11,23.69,433.2
7/11/2001,29.80266,-82.41081,48.768,2,10,11.51,30.05,22.49,11.81,23.51,558.2
7/12/2001,29.80266,-82.41081,48.768,2,10,21.35,30.35,24.1,0.46,24.3,449.8
7/13/2001,29.80266,-82.41081,48.768,2,10,16.06,31,21.87,16.03,23.62,416.8
7/14/2001,29.80266,-82.41081,48.768,2,10,19.32,29.25,19.91,0.69,21.2,375.7
7/15/2001,29.80266,-82.41081,48.768,2,10,24.14,29.33,17.75,,18.18,370.2
7/16/2001,29.80266,-82.41081,48.768,2,10,19.13,30.13,17.31,,19.68,402.7
7/17/2001,29.80266,-82.41081,48.768,2,10,18.84,31.28,19.67,5.59,21.99,293.1
7/18/2001,29.80266,-82.41081,48.768,2,10,20.21,31.29,20.37,17.09,22.67,228
7/19/2001,29.80266,-82.41081,48.768,2,10,21.99,31.56,22.3,,23.41,278.3
7/20/2001,29.80266,-82.41081,48.768,2,10,16.67,32.77,22.1,36.5,22.96,254.6
7/21/2001,29.80266,-82.41081,48.768,2,10,17.48,29.21,21.63,,22.65,230.7
7/22/2001,29.80266,-82.41081,48.768,2,10,18.46,30.32,22.14,1.65,22.82,305.2
7/23/2001,29.80266,-82.41081,48.768,2,10,10.99,29.6,21.62,3.99,22.14,375
7/24/2001,29.80266,-82.41081,48.768,2,10,12.57,28.4,21.59,2.79,21.9,471.4
7/25/2001,29.80266,-82.41081,48.768,2,10,22.54,32.94,21.37,0.46,22.12,315.6
7/26/2001,29.80266,-82.41081,48.768,2,10,20.75,32.37,21.79,4.47,22.44,245.3
7/27/2001,29.80266,-82.41081,48.768,2,10,16.42,32.13,20.79,6.22,22.56,223.3
7/28/2001,29.80266,-82.41081,48.768,2,10,26.7,33.21,20.03,0.23,22.1,230.4
7/29/2001,29.80266,-82.41081,48.768,2,10,22.53,32.74,21.28,16.31,22.82,186.6
7/30/2001,29.80266,-82.41081,48.768,2,10,20.37,32.15,21.64,1.37,22.91,247.6
7/31/2001,29.80266,-82.41081,48.768,2,10,10.05,26.86,21.04,27.69,23.09,208.1
